Notes,County,County Code,MCD - Drug/Alcohol Induced,MCD - Drug/Alcohol Induced Code,Deaths,Population,Crude Rate
,"Polk County, AR",5113,Drug-induced causes,D,38,20173,188.371
,"Polk County, AR",5113,All other non-drug and non-alcohol causes,O,242,20173,1199.623
,"Pope County, AR",5115,Drug-induced causes,D,65,63779,101.914
,"Pope County, AR",5115,Alcohol-induced causes,A,12,63779,Unreliable
,"Pope County, AR",5115,All other non-drug and non-alcohol causes,O,587,63779,920.366
,"Prairie County, AR",5117,Drug-induced causes,D,12,8251,Unreliable
,"Prairie County, AR",5117,All other non-drug and non-alcohol causes,O,105,8251,1272.573
,"Pulaski County, AR",5119,Drug-induced causes,D,517,393250,131.469
,"Pulaski County, AR",5119,Alcohol-induced causes,A,91,393250,23.14
,"Pulaski County, AR",5119,All other non-drug and non-alcohol causes,O,3658,393250,930.197
,"Randolph County, AR",5121,Drug-induced causes,D,23,17448,131.82
,"Randolph County, AR",5121,All other non-drug and non-alcohol causes,O,230,17448,1318.203
,"St. Francis County, AR",5123,Drug-induced causes,D,18,26196,Unreliable
,"St. Francis County, AR",5123,All other non-drug and non-alcohol causes,O,281,26196,1072.683
,"Saline County, AR",5125,Drug-induced causes,D,105,118703,88.456
,"Saline County, AR",5125,Alcohol-induced causes,A,23,118703,19.376
,"Saline County, AR",5125,All other non-drug and non-alcohol causes,O,1103,118703,929.21
,"Scott County, AR",5127,Drug-induced causes,D,32,10277,311.375
,"Scott County, AR",5127,All other non-drug and non-alcohol causes,O,148,10277,1440.109
,"Searcy County, AR",5129,Drug-induced causes,D,16,7967,Unreliable
,"Searcy County, AR",5129,All other non-drug and non-alcohol causes,O,133,7967,1669.386
,"Sebastian County, AR",5131,Drug-induced causes,D,259,127793,202.672
,"Sebastian County, AR",5131,Alcohol-induced causes,A,25,127793,19.563
,"Sebastian County, AR",5131,All other non-drug and non-alcohol causes,O,1286,127793,1006.315
,"Sevier County, AR",5133,Drug-induced causes,D,15,16910,Unreliable
,"Sevier County, AR",5133,All other non-drug and non-alcohol causes,O,163,16910,963.927
,"Sharp County, AR",5135,Drug-induced causes,D,45,17157,262.284
,"Sharp County, AR",5135,All other non-drug and non-alcohol causes,O,284,17157,1655.301
,"Stone County, AR",5137,Drug-induced causes,D,27,12539,215.328
,"Stone County, AR",5137,All other non-drug and non-alcohol causes,O,173,12539,1379.695
,"Union County, AR",5139,Drug-induced causes,D,45,39887,112.819
,"Union County, AR",5139,All other non-drug and non-alcohol causes,O,513,39887,1286.133
,"Van Buren County, AR",5141,Drug-induced causes,D,22,16628,132.307
,"Van Buren County, AR",5141,All other non-drug and non-alcohol causes,O,244,16628,1467.404
,"Washington County, AR",5143,Drug-induced causes,D,94,228049,41.219
,"Washington County, AR",5143,Alcohol-induced causes,A,45,228049,19.733
,"Washington County, AR",5143,All other non-drug and non-alcohol causes,O,1601,228049,702.042
,"White County, AR",5145,Drug-induced causes,D,116,79263,146.348
,"White County, AR",5145,All other non-drug and non-alcohol causes,O,841,79263,1061.025
,"Woodruff County, AR",5147,All other non-drug and non-alcohol causes,O,114,6641,1716.609
,"Yell County, AR",5149,Drug-induced causes,D,26,21552,120.638
,"Yell County, AR",5149,All other non-drug and non-alcohol causes,O,259,21552,1201.745
,"Alameda County, CA",6001,Drug-induced causes,D,309,1647704,18.753
,"Alameda County, CA",6001,Alcohol-induced causes,A,271,1647704,16.447
,"Alameda County, CA",6001,All other non-drug and non-alcohol causes,O,9901,1647704,600.897
,"Alpine County, CA",6003,All other non-drug and non-alcohol causes,O,14,1071,Unreliable
,"Amador County, CA",6005,Drug-induced causes,D,17,37383,Unreliable
,"Amador County, CA",6005,Alcohol-induced causes,A,14,37383,Unreliable
,"Amador County, CA",6005,All other non-drug and non-alcohol causes,O,447,37383,1195.731
,"Butte County, CA",6007,Drug-induced causes,D,153,226864,67.441
,"Butte County, CA",6007,Alcohol-induced causes,A,130,226864,57.303
,"Butte County, CA",6007,All other non-drug and non-alcohol causes,O,2437,226864,1074.212
,"Calaveras County, CA",6009,Drug-induced causes,D,19,45171,Unreliable
,"Calaveras County, CA",6009,Alcohol-induced causes,A,17,45171,Unreliable
,"Calaveras County, CA",6009,All other non-drug and non-alcohol causes,O,529,45171,1171.105
,"Colusa County, CA",6011,All other non-drug and non-alcohol causes,O,161,21588,745.785
,"Contra Costa County, CA",6013,Drug-induced causes,D,263,1135127,23.169
,"Contra Costa County, CA",6013,Alcohol-induced causes,A,211,1135127,18.588
,"Contra Costa County, CA",6013,All other non-drug and non-alcohol causes,O,7688,1135127,677.281
,"Del Norte County, CA",6015,Drug-induced causes,D,33,27540,119.826
,"Del Norte County, CA",6015,Alcohol-induced causes,A,20,27540,72.622
,"Del Norte County, CA",6015,All other non-drug and non-alcohol causes,O,299,27540,1085.694
,"El Dorado County, CA",6017,Drug-induced causes,D,83,185625,44.714
,"El Dorado County, CA",6017,Alcohol-induced causes,A,55,185625,29.63
,"El Dorado County, CA",6017,All other non-drug and non-alcohol causes,O,1509,185625,812.929
,"Fresno County, CA",6019,Drug-induced causes,D,241,979915,24.594
,"Fresno County, CA",6019,Alcohol-induced causes,A,190,979915,19.389
,"Fresno County, CA",6019,All other non-drug and non-alcohol causes,O,6688,979915,682.508
,"Glenn County, CA",6021,Drug-induced causes,D,15,28085,Unreliable
,"Glenn County, CA",6021,All other non-drug and non-alcohol causes,O,257,28085,915.079
,"Humboldt County, CA",6023,Drug-induced causes,D,131,136646,95.868
,"Humboldt County, CA",6023,Alcohol-induced causes,A,84,136646,61.473
,"Humboldt County, CA",6023,All other non-drug and non-alcohol causes,O,1366,136646,999.663
,"Imperial County, CA",6025,Drug-induced causes,D,57,180883,31.512
,"Imperial County, CA",6025,Alcohol-induced causes,A,30,180883,16.585
,"Imperial County, CA",6025,All other non-drug and non-alcohol causes,O,1121,180883,619.738
,"Inyo County, CA",6027,Drug-induced causes,D,11,18144,Unreliable
,"Inyo County, CA",6027,All other non-drug and non-alcohol causes,O,230,18144,1267.637
,"Kern County, CA",6029,Drug-induced causes,D,333,884788,37.636
,"Kern County, CA",6029,Alcohol-induced causes,A,233,884788,26.334
,"Kern County, CA",6029,All other non-drug and non-alcohol causes,O,6013,884788,679.598
,"Kings County, CA",6031,Drug-induced causes,D,21,149785,14.02
,"Kings County, CA",6031,Alcohol-induced causes,A,26,149785,17.358
,"Kings County, CA",6031,All other non-drug and non-alcohol causes,O,828,149785,552.792
,"Lake County, CA",6033,Drug-induced causes,D,55,64116,85.782
,"Lake County, CA",6033,Alcohol-induced causes,A,41,64116,63.947
,"Lake County, CA",6033,All other non-drug and non-alcohol causes,O,847,64116,1321.043
,"Lassen County, CA",6035,Drug-induced causes,D,31,30870,100.421
,"Lassen County, CA",6035,Alcohol-induced causes,A,16,30870,Unreliable
,"Lassen County, CA",6035,All other non-drug and non-alcohol causes,O,252,30870,816.327
,"Los Angeles County, CA",6037,Drug-induced causes,D,1568,10137915,15.467
,"Los Angeles County, CA",6037,Alcohol-induced causes,A,1965,10137915,19.383
,"Los Angeles County, CA",6037,All other non-drug and non-alcohol causes,O,62971,10137915,621.143
,"Madera County, CA",6039,Drug-induced causes,D,51,154697,32.968
,"Madera County, CA",6039,Alcohol-induced causes,A,50,154697,32.321
,"Madera County, CA",6039,All other non-drug and non-alcohol causes,O,1103,154697,713.007
,"Marin County, CA",6041,Drug-induced causes,D,68,260651,26.089
,"Marin County, CA",6041,Alcohol-induced causes,A,62,260651,23.787
,"Marin County, CA",6041,All other non-drug and non-alcohol causes,O,1901,260651,729.328
,"Mariposa County, CA",6043,Drug-induced causes,D,11,17410,Unreliable
,"Mariposa County, CA",6043,All other non-drug and non-alcohol causes,O,214,17410,1229.179
,"Mendocino County, CA",6045,Drug-induced causes,D,54,87628,61.624
,"Mendocino County, CA",6045,Alcohol-induced causes,A,47,87628,53.636
,"Mendocino County, CA",6045,All other non-drug and non-alcohol causes,O,868,87628,990.551
,"Merced County, CA",6047,Drug-induced causes,D,115,268672,42.803
,"Merced County, CA",6047,Alcohol-induced causes,A,91,268672,33.87
,"Merced County, CA",6047,All other non-drug and non-alcohol causes,O,1849,268672,688.2
,"Modoc County, CA",6049,Drug-induced causes,D,14,8795,Unreliable
,"Modoc County, CA",6049,Alcohol-induced causes,A,12,8795,Unreliable
,"Modoc County, CA",6049,All other non-drug and non-alcohol causes,O,127,8795,1444.002
,"Mono County, CA",6051,All other non-drug and non-alcohol causes,O,51,13981,364.781
,"Monterey County, CA",6053,Drug-induced causes,D,80,435232,18.381
,"Monterey County, CA",6053,Alcohol-induced causes,A,109,435232,25.044
,"Monterey County, CA",6053,All other non-drug and non-alcohol causes,O,2556,435232,587.273
,"Napa County, CA",6055,Drug-induced causes,D,35,142166,24.619
,"Napa County, CA",6055,Alcohol-induced causes,A,61,142166,42.908
,"Napa County, CA",6055,All other non-drug and non-alcohol causes,O,1235,142166,868.703
,"Nevada County, CA",6057,Drug-induced causes,D,37,99107,37.333
,"Nevada County, CA",6057,Alcohol-induced causes,A,39,99107,39.351
,"Nevada County, CA",6057,All other non-drug and non-alcohol causes,O,1022,99107,1031.209
,"Orange County, CA",6059,Drug-induced causes,D,555,3172532,17.494
,"Orange County, CA",6059,Alcohol-induced causes,A,597,3172532,18.818
,"Orange County, CA",6059,All other non-drug and non-alcohol causes,O,19529,3172532,615.565
,"Placer County, CA",6061,Drug-induced causes,D,110,380531,28.907
,"Placer County, CA",6061,Alcohol-induced causes,A,107,380531,28.119
,"Placer County, CA",6061,All other non-drug and non-alcohol causes,O,3198,380531,840.405
,"Plumas County, CA",6063,Drug-induced causes,D,10,18627,Unreliable
,"Plumas County, CA",6063,Alcohol-induced causes,A,10,18627,Unreliable
,"Plumas County, CA",6063,All other non-drug and non-alcohol causes,O,216,18627,1159.607
,"Riverside County, CA",6065,Drug-induced causes,D,573,2387741,23.998
,"Riverside County, CA",6065,Alcohol-induced causes,A,518,2387741,21.694
,"Riverside County, CA",6065,All other non-drug and non-alcohol causes,O,16165,2387741,677
,"Sacramento County, CA",6067,Drug-induced causes,D,468,1514460,30.902
,"Sacramento County, CA",6067,Alcohol-induced causes,A,350,1514460,23.111
,"Sacramento County, CA",6067,All other non-drug and non-alcohol causes,O,11224,1514460,741.122
,"San Benito County, CA",6069,All other non-drug and non-alcohol causes,O,340,59414,572.256
,"San Bernardino County, CA",6071,Drug-induced causes,D,429,2140096,20.046
,"San Bernardino County, CA",6071,Alcohol-induced causes,A,469,2140096,21.915
,"San Bernardino County, CA",6071,All other non-drug and non-alcohol causes,O,13960,2140096,652.307
,"San Diego County, CA",6073,Drug-induced causes,D,755,3317749,22.756
,"San Diego County, CA",6073,Alcohol-induced causes,A,802,3317749,24.173
,"San Diego County, CA",6073,All other non-drug and non-alcohol causes,O,21342,3317749,643.267
,"San Francisco County, CA",6075,Drug-induced causes,D,286,870887,32.84
,"San Francisco County, CA",6075,Alcohol-induced causes,A,213,870887,24.458
,"San Francisco County, CA",6075,All other non-drug and non-alcohol causes,O,5774,870887,663.002
,"San Joaquin County, CA",6077,Drug-induced causes,D,225,733709,30.666
,"San Joaquin County, CA",6077,Alcohol-induced causes,A,142,733709,19.354
,"San Joaquin County, CA",6077,All other non-drug and non-alcohol causes,O,5477,733709,746.481
,"San Luis Obispo County, CA",6079,Drug-induced causes,D,92,282887,32.522
,"San Luis Obispo County, CA",6079,Alcohol-induced causes,A,58,282887,20.503
,"San Luis Obispo County, CA",6079,All other non-drug and non-alcohol causes,O,2407,282887,850.87
,"San Mateo County, CA",6081,Drug-induced causes,D,113,764797,14.775
,"San Mateo County, CA",6081,Alcohol-induced causes,A,118,764797,15.429
,"San Mateo County, CA",6081,All other non-drug and non-alcohol causes,O,4727,764797,618.073
,"Santa Barbara County, CA",6083,Drug-induced causes,D,157,446170,35.188
,"Santa Barbara County, CA",6083,Alcohol-induced causes,A,142,446170,31.826
,"Santa Barbara County, CA",6083,All other non-drug and non-alcohol causes,O,3146,446170,705.112
,"Santa Clara County, CA",6085,Drug-induced causes,D,297,1919402,15.474
,"Santa Clara County, CA",6085,Alcohol-induced causes,A,324,1919402,16.88
,"Santa Clara County, CA",6085,All other non-drug and non-alcohol causes,O,10093,1919402,525.841
,"Santa Cruz County, CA",6087,Drug-induced causes,D,98,274673,35.679
,"Santa Cruz County, CA",6087,Alcohol-induced causes,A,101,274673,36.771
,"Santa Cruz County, CA",6087,All other non-drug and non-alcohol causes,O,1739,274673,633.116
,"Shasta County, CA",6089,Drug-induced causes,D,110,179631,61.237
,"Shasta County, CA",6089,Alcohol-induced causes,A,109,179631,60.68
,"Shasta County, CA",6089,All other non-drug and non-alcohol causes,O,2261,179631,1258.691
,"Sierra County, CA",6091,All other non-drug and non-alcohol causes,O,36,2947,1221.581
,"Siskiyou County, CA",6093,Drug-induced causes,D,63,43603,144.485
,"Siskiyou County, CA",6093,Alcohol-induced causes,A,17,43603,Unreliable
,"Siskiyou County, CA",6093,All other non-drug and non-alcohol causes,O,612,43603,1403.573
,"Solano County, CA",6095,Drug-induced causes,D,110,440207,24.988
,"Solano County, CA",6095,Alcohol-induced causes,A,77,440207,17.492
,"Solano County, CA",6095,All other non-drug and non-alcohol causes,O,3257,440207,739.879
,"Sonoma County, CA",6097,Drug-induced causes,D,176,503070,34.985
,"Sonoma County, CA",6097,Alcohol-induced causes,A,164,503070,32.6
,"Sonoma County, CA",6097,All other non-drug and non-alcohol causes,O,4143,503070,823.543
,"Stanislaus County, CA",6099,Drug-induced causes,D,160,541560,29.544
,"Stanislaus County, CA",6099,Alcohol-induced causes,A,121,541560,22.343
,"Stanislaus County, CA",6099,All other non-drug and non-alcohol causes,O,4284,541560,791.048
,"Sutter County, CA",6101,Drug-induced causes,D,30,96651,31.04
,"Sutter County, CA",6101,Alcohol-induced causes,A,24,96651,24.832
,"Sutter County, CA",6101,All other non-drug and non-alcohol causes,O,867,96651,897.042
,"Tehama County, CA",6103,Drug-induced causes,D,27,63276,42.67
,"Tehama County, CA",6103,Alcohol-induced causes,A,28,63276,44.251
,"Tehama County, CA",6103,All other non-drug and non-alcohol causes,O,691,63276,1092.041
,"Trinity County, CA",6105,Drug-induced causes,D,14,12782,Unreliable
,"Trinity County, CA",6105,All other non-drug and non-alcohol causes,O,153,12782,1196.996
,"Tulare County, CA",6107,Drug-induced causes,D,85,460437,18.461
,"Tulare County, CA",6107,Alcohol-induced causes,A,99,460437,21.501
,"Tulare County, CA",6107,All other non-drug and non-alcohol causes,O,3018,460437,655.464
,"Tuolumne County, CA",6109,Drug-induced causes,D,34,53804,63.192
,"Tuolumne County, CA",6109,Alcohol-induced causes,A,18,53804,Unreliable
,"Tuolumne County, CA",6109,All other non-drug and non-alcohol causes,O,656,53804,1219.24
,"Ventura County, CA",6111,Drug-induced causes,D,191,849738,22.478
,"Ventura County, CA",6111,Alcohol-induced causes,A,157,849738,18.476
,"Ventura County, CA",6111,All other non-drug and non-alcohol causes,O,5550,849738,653.142
,"Yolo County, CA",6113,Drug-induced causes,D,65,215802,30.12
,"Yolo County, CA",6113,Alcohol-induced causes,A,45,215802,20.852
,"Yolo County, CA",6113,All other non-drug and non-alcohol causes,O,1288,215802,596.843
,"Yuba County, CA",6115,Drug-induced causes,D,38,75275,50.482
,"Yuba County, CA",6115,Alcohol-induced causes,A,19,75275,Unreliable
,"Yuba County, CA",6115,All other non-drug and non-alcohol causes,O,638,75275,847.559
,"Adams County, CO",8001,Drug-induced causes,D,623,498187,125.053
,"Adams County, CO",8001,Alcohol-induced causes,A,187,498187,37.536
,"Adams County, CO",8001,All other non-drug and non-alcohol causes,O,2975,498187,597.165
,"Alamosa County, CO",8003,Drug-induced causes,D,33,16654,198.151
,"Alamosa County, CO",8003,Alcohol-induced causes,A,11,16654,Unreliable
,"Alamosa County, CO",8003,All other non-drug and non-alcohol causes,O,153,16654,918.698
,"Arapahoe County, CO",8005,Drug-induced causes,D,593,637068,93.083
,"Arapahoe County, CO",8005,Alcohol-induced causes,A,195,637068,30.609
,"Arapahoe County, CO",8005,All other non-drug and non-alcohol causes,O,3882,637068,609.354
,"Archuleta County, CO",8007,Drug-induced causes,D,30,12854,233.39
,"Archuleta County, CO",8007,Alcohol-induced causes,A,11,12854,Unreliable
,"Archuleta County, CO",8007,All other non-drug and non-alcohol causes,O,105,12854,816.866
